"Row.names","irbd_BIOME169225","irbd_control_BIOME169229","irbd_BIOME171096","irbd_control_BIOME172176","irbd_BIOME172204","irbd_control_BIOME172208","irbd_BIOME172212","irbd_control_BIOME172216","irbd_BIOME181988","irbd_control_BIOME181992","irbd_BIOME182072","irbd_control_BIOME182743","irbd_BIOME182783","irbd_control_BIOME182787","irbd_BIOME186317","irbd_control_BIOME186321","irbd_BIOME186337","irbd_control_BIOME186341","irbd_BIOME186357","irbd_control_BIOME186361","median_g1","median_g2","log2fc","p_value","q_value","kingdom","phylum","class","order","family","genus","category","cohens_d","ci_low","ci_high","p_effect_size"
"Anaerotruncus_colihominis",0,0,0,0.00977256471643816,0.0294185313223516,0,0,0,0,0,0,0.0497689075763951,0,0,0,0,0,0,0,0.00962303837959061,0,0,0,0.289306780360457,0.673524480760116,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Anaerotruncus","All",-0.205322630817281,-0.826637144525479,0.426966281753161,0.110595266821859
"Vescimonas_SGB15087",0,0,0,0,0,0,0,0.0160972754538857,0,0,0.0291400167129581,0,0.0173617434260381,0,0,0,0,0,0,0,0,0,0,0.364919435563619,0.704713270645808,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Vescimonas","All",0.25131872331757,-0.38558658262302,0.874940476525209,0.110028092419279
"GGB9491_SGB14888",0.00452770758605386,0,0,0.0169743221904211,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124903251313335,0,0,0,0,0,0.507783356336739,0.783291375552983,"Bacteria","Firmicutes","CFGB9491","OFGB9491","FGB9491","GGB9491","All",-0.372913385420924,-1.00605733515295,0.279179033036936,0.109756441190253
"Oscillibacter_sp_MSJ_31",0.0237761730038187,0,0,0,0.0314217327514391,0,0.016686096353299,0.015408396855523,0.0458341671394256,0,0.0190825655361885,0,0.0134205336325056,0.157766994242662,0.0202078089087587,0.0273017445567405,0,0.0352507515089724,0,0.147512633865108,0.0178843309447438,0.00770419842776152,1.21285650846174,0.440758522279504,0.738789364291147,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Oscillibacter","All",-0.30653201210622,-0.933866975625253,0.336744864684968,0.109063869711135
"GGB9783_SGB15405",0.0631212160106375,0,0,0,0,0,0,0.00779751293248785,0,0,0,0,0,0,0.0243437260185988,0,0,0,0,0,0,0,0,0.518313986040235,0.78479932590668,"Bacteria","Firmicutes","CFGB3072","OFGB3072","FGB3072","GGB9783","All",0.37775340178654,-0.275029646155182,1.01137758003788,0.107813492387651
"GGB9788_SGB15411",0.0732673020266421,0,0,0,0.0234008582538463,0,0,0,0.0231688604987862,0,0,0,0,0.0320335893178646,0,0,0,0,0,0,0,0,0,0.46220895425157,0.752047165895511,"Bacteria","Firmicutes","CFGB3072","OFGB3072","FGB3072","GGB9788","All",0.321622123858152,-0.323550566105019,0.95014971124012,0.10779540019831
"GGB10692_SGB17347",0.0252415366974584,0,0,0,0,0,0,0.0215748008278584,0,0,0,0,0,0,0,0,0,0,0,0.0353683706113193,0,0,0,0.292909281805944,0.675594342187795,"Bacteria","Firmicutes","CFGB3172","OFGB3172","FGB3172","GGB10692","All",-0.200363899469364,-0.82147261777618,0.431465668259985,0.106847428736288
"GGB9412_SGB14770",0,0,0,0,0,0,0,0.0837387130959433,0,0,0,0,0,0.010531101022923,0.0529539400735758,0.0483303046703992,0.0109865761944277,0,0.0804671789146303,0.0611445601623996,0,0,0,0.314492702436632,0.690000859087193,"Bacteria","Actinobacteria","CFGB2992","OFGB2992","FGB2992","GGB9412","All",-0.208539908187381,-0.829992430873908,0.424051041284982,0.104768245100615
"GGB2980_SGB3962",0.00892200068494505,0,0,0.0139216551461805,0,0,0.0142131482295838,0.0165718142903856,0,0,0.00899456535741352,0,0.019241764642468,0,0.0296235815540356,0.0100500453042357,0.031525056519035,0.0364017322136115,0,0.0139575309353115,0.00895828302117928,0.00502502265211787,0.831584763076213,0.263969983648536,0.653917258325676,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_Family_XIII_Incertae_Sedis","GGB2980","All",0.180905968680937,-0.449194331342583,0.801287591603663,0.104644235272194
"Intestinibacter_bartlettii",0,0,0,0,0,0.0937942742730782,0.00517689450700976,0.0343622494812415,0,0,0,0.0111895135212041,0,0,0,0,0,0,0.0475637136124423,0,0,0,0,0.373999014816321,0.707296120256689,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Intestinibacter","All",-0.244559511639855,-0.86779721100006,0.391627484265389,0.104458592152322
"Streptococcus_parasanguinis",0,0.0346118336220017,0,0.104750524213564,0.0225983878208852,0.0338324760454923,0.011336026270677,0.0277199654330481,0,0.00716944003372129,0.0501408711404876,0,0.0157009596355221,0.0224094624452973,0,0,0.00653457020600242,0.0261602098489006,0.0375268142470554,0.00697859552159503,0.00893529823833969,0.0242848361470989,-1.44043484411493,0.447820606880394,0.740636915192525,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","All",-0.292860156776235,-0.919180352083713,0.348756270928195,0.102177715538323
"Collinsella_stercoris",0,0,0.0166320625985715,0.0247936651056524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476308285772577,0.770131191329182,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","All",-0.316227766016838,-0.944320266707481,0.328259270025915,0.101860715006753
"Eubacterium_ramulus",0.0365046786297261,0,0.0561882645476716,0.0845263150907099,0.0883975989179204,0,0,0.0494711527166454,0.0113227863889168,0,0.0308577782261447,0.0348395019383317,0.0244134820369329,0.00892760379289523,0.0214329253746735,0,0,0,0,0,0.0229232037058032,0,10.1672697352082,0.38840325496029,0.719400997395003,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium","All",0.246053820376082,-0.390290807818684,0.869375134330197,0.101058521194919
"Clostridium_sp_AM49_4BH",0.0258814493176815,0,0.0138928909018802,0.0400694243547207,0,0,0.00958659512813397,0,0,0,0.0345322209037542,0,0,0.0314535548619374,0.0400281825449547,0,0.0110319960697872,0.0117390981999253,0,0,0.0103092955989606,0,9.0159411127511,0.351195795682913,0.691820480458982,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","All",0.220094127140525,-0.413607556610755,0.842071285361348,0.100021928353839
"Streptococcus_salivarius",0.0126058869316406,0.0609697143400736,0.0210277237514999,0.116906576241035,0.0289003952580979,0.0405820596990547,0.0516805258040365,0.0763282581525377,0.0506872741977214,0.0201160258970161,0.0793701403573147,0.0112829689975213,0.0185482958929511,0.16955904315967,0,0,0.00726642479532882,0.0367547160805852,0.0679308219127276,0.015906645294249,0.0249640595047989,0.0386683878898199,-0.630893672747833,0.492388239162021,0.781580197530073,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","All",-0.316373762596509,-0.944477887209833,0.328131709538695,0.0973457798061566
"GGB9559_SGB14969",0.0504664336348129,0,0,0,0,0.0608635451088036,0,0.0290643681488196,0,0,0,0,0.0214142443692008,0,0,0.0234712848327013,0,0.0246175310594791,0,0,0,0,0,0.364859191492305,0.704713270645808,"Bacteria","Firmicutes","CFGB3048","OFGB3048","FGB3048","GGB9559","All",-0.218122281670286,-0.840006714096653,0.415386942278038,0.0955102305201035
"GGB9620_SGB15070",0,0,0,0,0,0.00796877226605954,0,0,0,0,0,0,0,0,0,0,0,0,0.0534745388509524,0,0,0,0,0.433073578690253,0.736891817893697,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9620","All",0.261955059958948,-0.376108161608271,0.886212359006092,0.0952045046168551
"Akkermansia_muciniphila",0.140646678903355,0,0,0.0227703645245169,0.094669137257832,0,0,0,0.0862364041111936,0,0.0164597857546698,0.228897062977009,0,0.130238184325792,0.015818370473621,0.124889656614704,0.119375304877304,0,0.0413239984945563,0.209964374527942,0.028891892124613,0.0113851822622584,1.34197715517134,0.259158880412494,0.650512032222878,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","All",-0.157020068754324,-0.776686456428096,0.471118257877057,0.0920818920688744
"GGB4604_SGB6371",0,0,0,0,0,0,0,0.0489582832096857,0,0,0,0,0,0,0.027869355745494,0,0,0,0,0.0203999452818546,0,0,0,0.370274751962163,0.707296120256689,"Bacteria","Firmicutes","CFGB1765","OFGB1765","FGB1765","GGB4604","All",-0.212906910820624,-0.834552323887973,0.420099041178812,0.0918642010289185
"GGB42389_SGB59559",0.0049193689001513,0,0,0,0,0,0,0.013349551108471,0.0250325975578477,0,0,0,0,0,0,0,0.0100301233110238,0.00660307990175621,0,0,0,0,0,0.37217513056227,0.707296120256689,"Bacteria","Firmicutes","CFGB40183","OFGB40183","FGB40183","GGB42389","All",0.212355805145038,-0.420597478416875,0.833976591359166,0.0911542922297748
"GGB3000_SGB3991",0,0,0,0,0.0169093868844238,0,0,0,0,0,0,0,0,0,0,0,0.0187814129810589,0,0,0,0,0,0,0.644684043280574,0.866938131260863,"Bacteria","Firmicutes","CFGB1227","OFGB1227","FGB1227","GGB3000","All",0.473528136680778,-0.194203136844416,1.11820138393524,0.0902795972399807
"GGB45495_SGB63167",0,0,0,0,0,0,0,0.0252811371915009,0,0,0,0,0.0325956392868725,0.0253088262607342,0.0438272672534595,0.016725014476206,0.060977916628911,0.00648078833275824,0,0,0,0,0,0.50509880708205,0.783291375552983,"Bacteria","Firmicutes","CFGB3072","OFGB3072","FGB3072","GGB45495","All",0.302002051301887,-0.340718719217779,0.928993848759065,0.0895809529336787
"Actinomyces_bouchesdurhonensis",0,0,0,0,0,0,0,0,0.00995003904882604,0,0,0,0,0,0.00988449149721418,0.0121740435550469,0,0,0,0,0,0,0,0.411232306837485,0.727400925838693,"Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","All",0.231702544707066,-0.403155878764568,0.85425252385734,0.0894169717815562
"Massilioclostridium_coli",0,0.00836072189901681,0,0,0.0120709210501492,0,0,0.00699290908922448,0.0186585217399948,0,0,0,0,0,0,0,0,0.0068484133967455,0.0180979544388966,0.00467976089794121,0,0,0,0.41731793160723,0.727400925838693,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Massilioclostridium","All",0.234023871665032,-0.401070876984537,0.856693871691545,0.0888197712773997
"Fournierella_massiliensis",0,0.00762241169837815,0.0126375829210928,0,0,0,0,0,0,0,0,0,0,0,0.00719033280298786,0,0,0,0,0,0,0,0,0.420168060599051,0.727400925838693,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Fournierella","All",0.22947563895442,-0.405157701706735,0.851912379604653,0.0864152394081167
"Clostridium_fessum",0.00912700917087159,0,0,0.0271473918045655,0,0,0,0,0.00918707695628468,0,0.00942882077461625,0.0168916283295525,0.0269290719007733,0.0261774032832408,0.044773194742865,0,0.0045277080388277,0.0339727060443258,0.0351498148655465,0,0.00915704306357813,0,8.84529969084604,0.268935352219927,0.653917258325676,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","All",0.149016471993649,-0.478504413784623,0.768486622030482,0.0849918584717051
"Lawsonibacter_asaccharolyticus",0.0231429364368644,0.074249761031121,0.055779256392442,0,0.0319475758294373,0,0,0.0103394277722461,0.0234819376439036,0.0264587075951144,0.0192235696459147,0.0172895851672527,0.0256757575447826,0,0.0347589754206158,0.0360591679615591,0.0246520404661902,0.0197699568147762,0.048967513049402,0.0138532413410101,0.0251638990054864,0.0155714132541314,0.691751625834245,0.525979009040043,0.790310296746392,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Lawsonibacter","All",0.30097089619408,-0.341624076988381,0.92788557063418,0.0839803869506772
"GGB3304_SGB4367",0.0781705524158403,0,0,0,0,0,0,0.0701567387577621,0,0,0,0,0,0.127199732832305,0,0,0,0,0,0,0,0,0,0.422361827906338,0.727400925838693,"Bacteria","Firmicutes","CFGB1354","OFGB1354","FGB1354","GGB3304","All",-0.222640917628021,-0.84473985920998,0.411311049480868,0.0833379106106903
"GGB9715_SGB15260",0.0404040569642317,0.0475279046573296,0,0,0.106624208742001,0,0,0,0,0,0,0,0,0.0797702015226037,0.0321862949571458,0,0,0,0,0.21232402707179,0,0,0,0.374662800543442,0.707296120256689,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9715","All",-0.194321001410799,-0.815190210601555,0.436958996835858,0.0828505904118741
"GGB45497_SGB63169",0,0,0,0,0,0,0,0,0.0929665066139685,0,0,0,0,0.0286115933693833,0,0.00800633349670322,0,0,0,0,0,0,0,0.3411730931891,0.690000859087193,"Bacteria","Firmicutes","CFGB77241","OFGB77241","FGB77241","GGB45497","All",0.176165982779988,-0.453530790409631,0.796390497209972,0.0822739581039139
"Prevotella_pectinovora",0,0,0,0,0,0,0,0,0,0,0,0,0.0074498992630357,0.151175965225417,0,0,0,0,0,0,0,0,0,0.551576214867997,0.80614985249938,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","All",-0.316227766016838,-0.944320266707481,0.328259270025915,0.0817115059322413
"Lachnospiraceae_bacterium",0.134928916117542,0.0219403173464586,0.0238769414485036,0.076288798691907,0.0959060477194077,0.052017680655223,0.0826798761430445,0.0535269478033492,0.0935833190836784,0,0.100447956831474,0.041760188392709,0.0194845541886902,0.0642937963781379,0.0463026078668363,0.0858345891750366,0,0.0162149075266132,0.0180592261445199,0.0285555895568252,0.0644912420049404,0.046888934523966,0.45968825798183,0.53256439971753,0.792122301600063,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnospiraceae_unclassified","All",0.296099171020532,-0.345905712115191,0.922654107476603,0.0810209849330419
"Gordonibacter_urolithinfaciens",0,0,0.0425616443779824,0,0.0273164030890553,0,0,0,0.0141532114668306,0.022635975905163,0.0249324885100831,0.00999016066984885,0,0,0,0,0.0132329218601884,0.050334289095641,0,0.00941820744929366,0.00661646093009422,0,8.377681553061,0.267662769043958,0.653917258325676,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Gordonibacter","All",0.137553150142197,-0.489118634985726,0.756780305379622,0.0787370783813481
"Streptococcus_mutans",0.00849715971602005,0,0,0.0242840646214429,0,0,0,0,0,0,0,0,0,0.084700289090496,0,0,0,0.0126494524021245,0.02278135396982,0,0,0,0,0.557522187990953,0.812823189917503,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","All",-0.308935372937812,-0.93645528337431,0.334638993944087,0.0783885954954441
"GGB9059_SGB13976",0,0,0,0,0,0,0,0.0182848878874555,0.0082159312043725,0,0,0,0.00850891950361939,0.0242943625185152,0.0121986624752182,0,0.0654324587703055,0,0,0,0,0,0,0.451223612819369,0.740636915192525,"Bacteria","Firmicutes","CFGB73062","OFGB73062","FGB73062","GGB9059","All",0.22389330352118,-0.410182485709451,0.846053124621343,0.0773793574851058
"GGB3511_SGB4688",0,0,0,0.0144331016384043,0,0,0.0209180250791492,0,0,0,0,0,0,0,0,0,0.0122477549208032,0,0,0,0,0,0,0.419533676723913,0.727400925838693,"Bacteria","Firmicutes","CFGB28775","OFGB28775","FGB28775","GGB3511","All",0.203745246531692,-0.428396687770674,0.824993358904913,0.0768594655955913
"Bifidobacterium_longum",0.0231688570228356,0,0.11579168906222,0.0354220897065725,0,0.154613312991951,0.0467235266630357,0.120787033909773,0.0748408336455208,0,0,0.669220250613986,0.297744343998198,0.245835287575254,0,0,0,0.113396785949444,0.230714099933126,0.0671817429456465,0.0349461918429357,0.0902892644475453,-1.3689145120987,0.512789528107835,0.783291375552983,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","All",-0.263554445204203,-0.88791055740957,0.374685710300044,0.0764468270060887
"Propionibacterium_freudenreichii",0,0,0.0172982613281206,0,0,0,0,0,0,0,0,0,0,0.0138568492109855,0,0,0,0,0.00663330021552378,0,0,0,0,0.269571258777968,0.653917258325676,"Bacteria","Actinobacteria","Actinomycetia","Propionibacteriales","Propionibacteriaceae","Propionibacterium","All",0.131897291012233,-0.494371006532536,0.751021067034734,0.0750926116286522
"GGB1627_SGB2227",0,0,0,0,0,0,0,0,0,0,0,0,0.0849732782376277,0.189649250888482,0,0,0,0,0,0,0,0,0,0.580982720516318,0.831855087160077,"Bacteria","Bacteroidota","CFGB658","OFGB658","FGB658","GGB1627","All",-0.316227766016838,-0.944320266707481,0.328259270025915,0.0745781393887717
"Eubacteriales_bacterium",0,0,0,0,0.00848538489803216,0,0,0.00536658783250868,0,0,0,0,0,0.00744990075304283,0.0335428351601527,0,0,0,0,0,0,0,0,0.513425821174612,0.783291375552983,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_unclassified","Eubacteriales_unclassified","All",0.253393929120357,-0.38373465181995,0.87713665169222,0.0733631915453609
"Bifidobacterium_animalis",0.0261238415577455,0.0170742057918285,0,0,0.0386593456241788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64942528467913,0.867372999265323,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","All",0.38971165918394,-0.264805005638922,1.02455490015577,0.0730595590845519
"Bianquea_SGB71281",0,0,0,0,0,0,0.0169507371298258,0,0,0,0,0,0,0.00486828356428931,0,0,0,0,0,0,0,0,0,0.45147114971925,0.740636915192525,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Bianqueaceae","Bianquea","All",0.210530958443736,-0.42224847549894,0.832070626222891,0.0727110765086412
"Lentihominibacter_SGB71368",0,0,0.0306005267980839,0,0,0,0,0,0,0.0140361283225651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330169260198169,0.690000859087193,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_Family_XIII_Incertae_Sedis","Lentihominibacter","All",0.149425871959463,-0.478126082995707,0.768905506882921,0.071913197715229
"Parabacteroides_distasonis",0.0353428884462894,0.0667766925580964,0.0512757586903224,0.0721785273290678,0.0759961328587733,0,0.0280589828180842,0.0313276336115522,0.090389310551131,0,0.00730759649732023,0.0126138187083721,0.0171938646969502,0.0654500787736953,0.0433760245339334,0,0.0640531649682525,0.076738872663632,0.0794902587592792,0.095773755496181,0.0473258916121279,0.0483888561926237,-0.0320317953721589,0.345586168812771,0.690000859087193,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","All",0.153745467470134,-0.474137767867163,0.773328932562958,0.0709448692732539
"Adlercreutzia_equolifaciens",0.0324062857440905,0,0.059883089257641,0.0428955466565327,0.0860649385242979,0,0.0826610413055957,0.0625635897805518,0.0713585144981904,0.105438296646182,0.0361949221505307,0.0304349449468834,0,0.0144884321668933,0.0501698198230613,0.0509995535867123,0.0224696453885935,0.0182191371389013,0.0381602880350006,0.0652413678693034,0.044165053929031,0.0366652458017081,0.268358809561165,0.537041589235324,0.796378173065624,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Adlercreutzia","All",0.260662835645148,-0.377257871135511,0.884840906041287,0.0703769013411816
"Dorea_sp_AF36_15AT",0.016356154865288,0.0370652107081,0.013871277537403,0.0756379591907146,0.0202498446817276,0,0.0379946624794261,0.012300714233452,0.0323088729398476,0.0988462342446179,0.0259490139002043,0,0.0347604080724955,0.0118830396865669,0.023679204646794,0.0292103189315058,0,0.0152649356928844,0,0.0141884998788818,0.0219645246642608,0.0147267177858831,0.576095979832936,0.539835685428892,0.796900297537888,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Dorea","All",-0.259911083813377,-0.8840434251336,0.377926945431461,0.0695881803535298
"Bilophila_wadsworthia",0.0297970226367652,0,0,0.0372524032246425,0.0383003619923272,0,0,0.0202843847436912,0.021823740642976,0.0374012280666384,0,0.0284432428823512,0.0563609838571289,0.0205148481683809,0.0608091702123883,0,0,0,0,0,0.010911870321488,0.0101421923718456,0.105329044822155,0.441033335132315,0.738789364291147,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Bilophila","All",0.191617942053775,-0.439419905030867,0.812384018206791,0.0681256555134341
"GGB3569_SGB4776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045010749933688,0,0,0,0,0.00829467207016332,0,0,0,0.538129903022272,0.796378173065624,"Bacteria","Firmicutes","CFGB9718","OFGB9718","FGB9718","GGB3569","All",0.248801900753819,-0.387834347303252,0.872278876302775,0.0669557946256946
"Butyricimonas_faecihominis",0.00761584596532617,0,0,0.0105215998274766,0.0163806015071696,0,0,0,0,0,0,0,0,0.0111939814713999,0.0208413733541649,0,0,0,0,0,0,0,0,0.507799668883133,0.783291375552983,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Odoribacteraceae","Butyricimonas","All",0.225861148060694,-0.408410102872629,0.84811715514149,0.0664726494035451
"GGB9345_SGB14311",0.225084684310531,0,0,0,0,0,0,0.121297198218274,0.025114391487841,0,0.0335771346208935,0,0.106446824200494,0.138318467323399,0.128849810639028,0.0687797606063171,0.0536727603825414,0,0,0,0.0293457630543673,0,10.5233386546586,0.586065016614787,0.831855087160077,"Bacteria","Firmicutes","CFGB10477","OFGB10477","FGB10477","GGB9345","All",0.279740244996615,-0.360333567376352,0.90514548711458,0.0649148992486826
"GGB9712_SGB15244",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340433185040376,0,0,0,0,0.102846694619685,0,0,0,0.465302983084274,0.754995749412224,"Bacteria","Firmicutes","CFGB9989","OFGB9989","FGB9989","GGB9712","All",-0.194492996822463,-0.815368815127453,0.436802501193813,0.0646230528318014
"Clostridiales_bacterium_KLE1615",0.0491879063740864,0.0278064690769497,0.0239731117878455,0,0.0754393150327342,0,0.0161407124121589,0.0588301758575241,0.0240064733036185,0.0876123181200027,0.0324818614416355,0.0136934911972687,0.0225252203965181,0.0271805415893313,0.0938221583665989,0,0.0758467060288403,0.090563814059947,0,0,0.028244167372627,0.0204370163933,0.466379373692237,0.518209203959351,0.78479932590668,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_unclassified","Eubacteriales_unclassified","All",0.223975496901124,-0.41010842712308,0.846139132017949,0.0639438571043444
"GGB3278_SGB4328",0.0839747508660245,0,0,0,0,0,0,0,0,0,0,0,0,0.0165052934014827,0,0.119886734085915,0,0,0,0,0,0,0,0.260510338376764,0.650512032222878,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","GGB3278","All",-0.107439285453478,-0.726241641671638,0.517201159347832,0.0627633485556792
"GGB9359_SGB14334",0,0,0.00913796061420918,0,0,0,0,0,0,0,0,0,0.00923592890949649,0,0.0926299717637476,0.166036462497189,0,0,0.072157699095684,0.0685547841772484,0,0,0,0.50862562859788,0.783291375552983,"Bacteria","Actinobacteria","CFGB77988","OFGB77988","FGB77988","GGB9359","All",-0.211816506967298,-0.833413168480805,0.421085294184344,0.0621896993283264
"Bacteroides_caccae",0.0218923837877791,0,0.051195596110823,0,0,0,0.0127007345133165,0.0636700352104953,0.0339962541463929,0.0935881416207158,0.00844403434495609,0.0167817284169012,0.0220857207367757,0.067020300731078,0.0686746611042523,0.0298657874214971,0.0532313382526695,0,0.180134878082475,0.0500338739026493,0.0280409874415843,0.0233237579191992,0.265529441915927,0.530058629944982,0.792122301600063,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","All",0.224327121025389,-0.409791562054261,0.846507904423385,0.0618416236722253
"GGB9186_SGB14125",0,0,0,0,0,0,0,0.00762240788709906,0,0,0,0,0.00604155822959138,0,0,0,0.0105168473267356,0,0,0,0,0,0,0.483358618646836,0.773125385687257,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Christensenellaceae","GGB9186","All",0.190892288190125,-0.44008092369547,0.81163113286522,0.0602705239351028
"GGB9563_SGB14975",0,0,0.0195102100259591,0,0,0,0,0,0,0,0,0,0,0.0113448450292591,0,0,0,0,0,0,0,0,0,0.287407736872925,0.672625144474007,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_unclassified","GGB9563","All",0.109256743719332,-0.515498044835301,0.728075953831872,0.059162695531543
"Bacteroides_stercoris",0.0297365167985272,0.183912073730519,0.0971019919459922,0.0502037477115626,0,0,0.0314917084133061,0.02300854625438,0.018604837284782,0,0,0,0.00888268178565842,0,0,0,0,0.050521011287701,0,0,0.00444134089282921,0,7.80473982986766,0.542439966723407,0.798742851000217,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","All",-0.220255465450266,-0.842240295455482,0.413461989836759,0.0585104942239688
"GGB9534_SGB14937",0.00725953960310061,0,0,0,0.015294388914018,0,0,0,0,0,0.00839652773253903,0,0,0.0170037594367875,0,0,0.00462602990209485,0,0,0,0,0,0,0.545023443646168,0.800545656627414,"Bacteria","Firmicutes","CFGB3038","OFGB3038","FGB3038","GGB9534","All",0.221432898254681,-0.412400090000845,0.84347385830909,0.0583663498695879
"Romboutsia_timonensis",0.0996545515097337,0.0475120980349463,0.00810564241010043,0.0350457201274353,0.0155022368267501,0.0608767203610671,0.0228230231105095,0.0804995833222905,0.0625980508783753,0,0,0,0.0513869843227546,0,0.0112118354702548,0.0524253496372125,0.0200637487444092,0.0713536142710233,0.0339166878932339,0.0661458822147879,0.0214433859274594,0.0499687238360794,-1.21972682961917,0.495257194754467,0.781580197530073,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Romboutsia","All",-0.188071846678056,-0.808706458384241,0.4426516945966,0.0573937362370421
"Turicibacter_sanguinis",0,0,0,0,0,0.0319538301468912,0.0153791619661672,0.0169536846189564,0,0,0,0,0.0208005331411057,0,0,0,0.0326830274333155,0.038234974575735,0,0.03102271426166,0,0,0,0.657551722797885,0.871360400604353,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae","Turicibacter","All",-0.314885760317993,-0.942871534997208,0.32943218980633,0.0573312755834017
"Paraprevotella_clara",0.0239856249402478,0.059350113907842,0.0420337998497715,0,0,0,0,0,0.0820083166404091,0,0,0,0.0172577350014395,0.0498764662732277,0,0,0,0,0,0,0,0,0,0.447701397177738,0.740636915192525,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Paraprevotella","All",0.164181718281055,-0.464526116658024,0.784042245227552,0.05730131602437
"Coprococcus_SGB106014",0,0,0,0.0528706255301273,0,0,0,0,0,0,0.00689207997289949,0,0,0,0,0,0,0,0,0,0,0,0,0.615341716484629,0.851561327719529,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Coprococcus","All",-0.268895140774574,-0.893587658321236,0.369941545672821,0.0567055864273107
"GGB9708_SGB15233",0.0125780885461167,0,0,0,0.0335443352660967,0,0.01191245978741,0.0276513027296496,0,0,0,0,0,0,0.0184347080530779,0.00791841630277704,0,0,0,0,0,0,0,0.665830221277874,0.873180768802188,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","GGB9708","All",0.319541702259188,-0.325365037165406,0.947900263899463,0.0564427268041751
