"species","irbd_BIOME186337","irbd_control_BIOME186341","irbd_BIOME186357","irbd_control_BIOME186361","median_g1","median_g2","log2fc","p_value","q_value","kingdom","phylum","class","order","family","genus"
"Streptococcus_oralis",0,0,0,0,0,0,0,0.255443961619255,0.650512032222878,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_parasanguinis",0.00653457020600242,0.0261602098489006,0.0375268142470554,0.00697859552159503,0.00893529823833969,0.0242848361470989,-1.44043484411493,0.447820606880394,0.740636915192525,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_salivarius",0.00726642479532882,0.0367547160805852,0.0679308219127276,0.015906645294249,0.0249640595047989,0.0386683878898199,-0.630893672747833,0.492388239162021,0.781580197530073,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_sanguinis",0,0,0,0,0,0,0,0.0545117146513005,0.600750593146475,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_thermophilus",0.0285906051413971,0.0243786411563453,0.0341563218636863,0,0.032700401693058,0.0335880624412831,-0.0386169668525192,0.24282935497014,0.643077390399694,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptococcus_vestibularis",0,0,0,0,0,0,0,0.963087896240058,0.989980402941351,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Sutterella_wadsworthensis",0,0,0,0,0,0,0,0.122112832399327,0.617433120221533,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella"
"Turicibacter_bilis",0,0.0144573409822496,0.067751175869031,0,0.00423384300976047,0,7.73602848420055,0.0976494613064015,0.611945762102077,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae","Turicibacter"
"Turicibacter_sanguinis",0.0326830274333155,0.038234974575735,0,0.03102271426166,0,0,0,0.657551722797885,0.871360400604353,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae","Turicibacter"
"Tyzzerella_SGB4587",0,0,0.16553855101752,0,0,0,0,0.32331083212494,0.690000859087193,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Tyzzerella"
"Veillonella_atypica",0,0,0,0,0,0,0,0.210497344935202,0.63570185279367,"Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Veillonella"
"Veillonella_dispar",0,0,0,0,0,0,0,0.211196770345588,0.63570185279367,"Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Veillonella"
"Veillonella_parvula",0,0,0,0,0,0,0,0.165021388365689,0.623849173981767,"Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Veillonella"
"Vescimonas_coprocola",0,0.11993097601902,0.0305252343770463,0.0229519617818684,0,0.0191558493688818,-9.90849277320602,0.904607817070916,0.979437507821267,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Vescimonas"
"Vescimonas_SGB15087",0,0,0,0,0,0,0,0.364919435563619,0.704713270645808,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Vescimonas"
"Wansuia_hejianensis",0.0184591088407728,0.00736892263969886,0.0228383666735327,0,0.013244669418842,0.0097157754198618,0.446222794841035,0.963069178501416,0.989980402941351,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Wansuia"
"Wujia_chipingensis",0,0,0,0,0,0,0,0.377827691751673,0.707725101386856,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Wujia"
"Yanshouia_hominis",0.0486339823267887,0.032484948603775,0,0,0,0,0,0.139122792693694,0.623849173981767,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Yanshouia"
"Yeguia_hominis",0.00678238198206486,0,0,0.0101244018354417,0,0,0,0.665651711027956,0.873180768802188,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Yeguiaceae","Yeguia"
"Zhenhengia_yiwuensis",0,0,0,0,0,0,0,0.632289547354728,0.861118437205011,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Zhenhengia"
"Zhenpiania_hominis",0.00905550889963449,0,0,0.0117985792907809,0.00452775444981725,0.00370476042441402,0.288010045890587,0.215878164236758,0.63570185279367,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales_Family_XIII_Incertae_Sedis","Zhenpiania"
